,score
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",15.7959134
"['ball', 'book', 'gloves', 'train']",15.8239580162
"['book', 'book', 'book', 'book', 'book', 'doll']",15.8326437726
"['ball', 'block', 'book']",15.8381053747
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",15.8404945877
"['book', 'book', 'book', 'book', 'book', 'horse']",15.8725239363
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",15.8749999963
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves']",15.8837039553
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",15.9126464815
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves']",15.9224837202
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'horse']",15.9605708286
"['ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",15.9686377537
"['book', 'book', 'gloves', 'train']",15.9969801119
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",15.9999999553
"['ball', 'ball', 'ball', 'doll', 'doll']",15.9999999913
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball']",16.0000000009
"['block', 'book', 'book']",16.0113693434
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",16.0134468377
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.0376737534
"['ball', 'ball', 'ball', 'doll', 'horse']",16.0376737534
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.049048243
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves']",16.0568636762
"['ball', 'ball', 'ball', 'horse', 'horse']",16.0753631845
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.0871646191
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves']",16.0968030165
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",16.1249999291
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves']",16.1250000007
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse']",16.1353675118
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.1431671292
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",16.1627010212
"['ball', 'ball', 'book', 'doll', 'doll']",16.175619477
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book']",16.1756241499
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",16.1881985023
"['ball', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",16.2004177343
"['ball', 'ball', 'book', 'doll', 'horse']",16.2137626468
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.2249384821
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves']",16.2318183621
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.2500000005
"['ball', 'ball', 'book', 'horse', 'horse']",16.2519209423
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.2635375928
"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",16.272958042
"['ball', 'ball', 'ball', 'train']",16.2778889225
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",16.3021808953
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves']",16.3021919927
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",16.3120129499
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",16.3403544649
"['ball', 'book', 'book', 'doll', 'doll']",16.3531077969
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book']",16.3531318935
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",16.3647340071
"['doll', 'doll', 'doll', 'gloves']",16.3749995577
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves']",16.3750000004
"['book', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",16.3785421516
"['ball', 'book', 'book', 'doll', 'horse']",16.391731359
"['ball', 'gloves', 'gloves', 'gloves', 'train']",16.4029233019
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",16.4085546142
"['doll', 'doll', 'gloves', 'horse']",16.4127554938
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'horse']",16.41275557
"['ball', 'block', 'gloves', 'gloves']",16.4166666668
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.4287582263
"['ball', 'book', 'book', 'horse', 'horse']",16.4303682861
"['doll', 'gloves', 'horse', 'horse']",16.4505268296
"['book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves']",16.450938378
"['ball', 'ball', 'book', 'train']",16.4569764245
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves']",16.4812823785
"['gloves', 'horse', 'horse', 'horse']",16.4883137993
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'horse']",16.4905006915
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",16.4999999972
"['book', 'book', 'book', 'doll', 'doll']",16.5324602348
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book']",16.5325341306
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.5377828418
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves']",16.5553286112
"['book', 'book', 'book', 'doll', 'horse']",16.5715792233
"['book', 'gloves', 'gloves', 'gloves', 'train']",16.5835545858
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves']",16.5870500654
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'horse']",16.5935538508
"['block', 'book', 'gloves', 'gloves']",16.5975160549
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.6094246014
"['book', 'book', 'book', 'horse', 'horse']",16.6107083394
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.6249999639
"['ball', 'book', 'book', 'train']",16.637939267
"['doll', 'gloves', 'train']",16.6529906475
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",16.6622752762
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.6628101137
"['block', 'doll']",16.6666666636
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",16.6818929121
"['gloves', 'horse', 'train']",16.6908177577
"['block', 'horse']",16.7044858709
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book']",16.7138343798
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.7201475012
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves']",16.7375903482
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves']",16.7499999386
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves']",16.7500000008
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'horse']",16.7762950513
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'horse']",16.7878373825
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.7919920571
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.8084507264
"['book', 'book', 'book', 'train']",16.8207420216
"['ball', 'ball', 'gloves', 'gloves', 'horse', 'horse']",16.8256904845
"['ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",16.8451642419
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.8467370511
"['ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",16.865724334
"['doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.8749995644
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.8750000006
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'book']",16.8970270538
"['ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.9044641215
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",16.9128646188
"['ball', 'ball', 'book', 'book', 'book', 'doll', 'gloves']",16.9217848233
"['ball', 'book', 'doll', 'doll', 'gloves', 'gloves']",16.9350252945
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves']",16.9350369451
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",16.9507450343
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'horse']",16.9609827056
"['ball', 'book', 'doll', 'gloves', 'gloves', 'horse']",16.9733371786
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",16.9764398722
"['ball', 'doll', 'doll', 'doll']",16.9999995939
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'doll']",17.0000000005
"['ball', 'book', 'gloves', 'gloves', 'horse', 'horse']",17.0116631184
"['ball', 'ball', 'gloves', 'gloves', 'train']",17.0280953916
"['ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",17.0299312913
"['ball', 'doll', 'doll', 'horse']",17.0378918641
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'horse']",17.0378919304
"['ball', 'ball', 'block', 'gloves']",17.0416666669
"['book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",17.0514803567
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.0616030415
"['ball', 'doll', 'horse', 'horse']",17.0757995808
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'book']",17.0820965815
"['book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.0907242176
"['ball', 'book', 'book', 'book', 'book', 'doll', 'gloves']",17.107899809
"['ball', 'horse', 'horse', 'horse']",17.1137229692
"['book', 'book', 'doll', 'doll', 'gloves', 'gloves']",17.1220161942
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves']",17.1220701225
"['ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves']",17.124999998
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'horse']",17.1476090278
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",17.1531290651
"['book', 'book', 'doll', 'gloves', 'gloves', 'horse']",17.1608186455
"['ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'horse']",17.1629192022
"['block', 'gloves', 'gloves', 'gloves', 'gloves']",17.1666666667
"['book', 'doll', 'doll', 'doll']",17.1881538874
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'doll']",17.1881734943
"['book', 'book', 'gloves', 'gloves', 'horse', 'horse']",17.1996314443
"['book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves']",17.2165470608
"['ball', 'book', 'gloves', 'gloves', 'train']",17.2165716801
"['book', 'doll', 'doll', 'horse']",17.2265243886
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'horse']",17.2265368679
"['ball', 'block', 'book', 'gloves']",17.230360828
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.2499999711
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.2502113445
"['book', 'doll', 'horse', 'horse']",17.2649077825
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'book']",17.2690173658
"['ball', 'doll', 'train']",17.278162921
"['ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.287946474
"['book', 'book', 'book', 'book', 'book', 'doll', 'gloves']",17.2959108163
"['book', 'horse', 'horse', 'horse']",17.3033051176
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves']",17.3111034817
"['ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves']",17.3147375624
"['ball', 'horse', 'train']",17.3161262468
"['book', 'book', 'book', 'book', 'book', 'gloves', 'horse']",17.3361539055
"['ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'horse']",17.3531303713
"['doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.3749996993
"['ball', 'ball', 'ball', 'doll', 'doll', 'gloves']",17.3749999472
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves']",17.375000001
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'doll']",17.3783776047
"['book', 'book', 'gloves', 'gloves', 'train']",17.4069820545
"['ball', 'ball', 'ball', 'doll', 'gloves', 'horse']",17.4129737435
"['gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.4129737458
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'horse']",17.4172225407
"['block', 'book', 'book', 'gloves']",17.4210829459
"['ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.4408164986
"['ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.4412948215
"['ball', 'ball', 'ball', 'gloves', 'horse', 'horse']",17.4509632348
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'book']",17.457754432
"['book', 'doll', 'train']",17.4697474031
"['ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.4797195718
"['ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",17.499999614
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves']",17.5000000007
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",17.50212919
"['ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",17.5065100188
"['book', 'horse', 'train']",17.5082091164
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.5380009866
"['ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",17.5453905383
"['ball', 'ball', 'book', 'doll', 'doll', 'gloves']",17.5678696623
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves']",17.5678818926
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'doll']",17.5706112508
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",17.5760177846
"['ball', 'ball', 'book', 'doll', 'gloves', 'horse']",17.6063198721
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'horse']",17.6099522116
"['ball', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.6333947335
"['book', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.6346147714
"['ball', 'ball', 'book', 'gloves', 'horse', 'horse']",17.6447840725
"['ball', 'ball', 'ball', 'gloves', 'train']",17.6532674752
"['ball', 'ball', 'ball', 'block']",17.666666667
"['book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.673538723
"['book', 'doll', 'doll', 'gloves', 'gloves', 'gloves', 'gloves']",17.6944188531
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",17.694447845
"['ball', 'ball', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",17.6951264724
"['ball', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",17.7003012713
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.7329039099
"['ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",17.7396896882
"['doll', 'doll', 'doll', 'gloves', 'gloves']",17.7499980129
"['ball', 'ball', 'ball', 'ball', 'ball', 'doll', 'gloves', 'gloves']",17.7499999987
"['ball', 'book', 'book', 'doll', 'doll', 'gloves']",17.7628002361
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves']",17.762857817
"['ball', 'ball', 'book', 'book', 'book', 'book', 'doll']",17.7648600955
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'horse', 'horse']",17.7714003653
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",17.778301376
"['doll', 'doll', 'gloves', 'gloves', 'horse']",17.788055151
"['ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'horse']",17.7880555625
"['ball', 'block', 'gloves', 'gloves', 'gloves']",17.7916666668
"['ball', 'book', 'book', 'doll', 'gloves', 'horse']",17.8017439279
"['ball', 'ball', 'book', 'book', 'book', 'book', 'horse']",17.8047165154
"['doll', 'gloves', 'gloves', 'horse', 'horse']",17.8261268509
"['book', 'book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.8279075145
"['ball', 'book', 'book', 'gloves', 'horse', 'horse']",17.8406975557
"['ball', 'ball', 'book', 'gloves', 'train']",17.8495886667
"['ball', 'ball', 'block', 'book']",17.8632055874
"['gloves', 'gloves', 'horse', 'horse', 'horse']",17.8642139729
"['ball', 'ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.8749999771
"['ball', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",17.8900617858
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",17.8909979771
"['book', 'book', 'book', 'book', 'doll', 'gloves', 'gloves', 'gloves']",17.8960789849
"['ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",17.9130828343
"['book', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'horse']",17.9360013668
"['ball', 'ball', 'ball', 'ball', 'book', 'doll', 'gloves', 'gloves']",17.9475821929
"['book', 'book', 'book', 'doll', 'doll', 'gloves']",17.959766845
"['ball', 'ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves']",17.9599314388
"['ball', 'book', 'book', 'book', 'book', 'book', 'doll']",17.9610960284
"['book', 'gloves', 'gloves', 'gloves', 'gloves', 'train']",17.9761252502
"['ball', 'ball', 'ball', 'ball', 'book', 'gloves', 'gloves', 'horse']",17.986113229
"['block', 'book', 'gloves', 'gloves', 'gloves']",17.989766031
"['book', 'book', 'book', 'doll', 'gloves', 'horse']",17.9992276175
"['ball', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",17.9999997519
"['ball', 'ball', 'ball', 'ball', 'doll', 'doll']",17.9999999548
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball']",18.0000000011
"['ball', 'book', 'book', 'book', 'book', 'book', 'horse']",18.0014922601
"['doll', 'gloves', 'gloves', 'train']",18.0283626875
"['ball', 'ball', 'ball', 'ball', 'doll', 'horse']",18.0381101044
"['ball', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",18.0381101061
"['book', 'book', 'book', 'gloves', 'horse', 'horse']",18.0386919087
"['block', 'doll', 'gloves']",18.0416666431
"['ball', 'book', 'book', 'gloves', 'train']",18.04793279
"['ball', 'block', 'book', 'book']",18.0618692382
"['gloves', 'gloves', 'horse', 'train']",18.0664958631
"['ball', 'ball', 'book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",18.0741388698
"['ball', 'ball', 'ball', 'ball', 'horse', 'horse']",18.076235985
"['block', 'gloves', 'horse']",18.0797858633
"['book', 'book', 'book', 'book', 'book', 'book', 'book', 'gloves', 'gloves']",18.0868900056
"['ball', 'ball', 'ball', 'book', 'book', 'book', 'gloves', 'gloves', 'gloves', 'gloves']",18.0896404208
"['ball', 'ball', 'book', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'horse']",18.1127020626
"['ball', 'ball', 'doll', 'doll', 'gloves', 'gloves', 'gloves']",18.1249996598
"['ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'ball', 'gloves', 'gloves', 'gloves']",18.1250000009
"['ball', 'ball', 'ball', 'book', 'book', 'doll', 'gloves', 'gloves']",18.1472955268
"['ball', 'ball', 'ball', 'ball', 'book', 'book', 'book', 'book', 'gloves']",18.1590932876
"['book', 'book', 'book', 'book', 'book', 'book', 'doll']",18.1592779435
"['ball', 'ball', 'doll', 'gloves', 'gloves', 'gloves', 'horse']",18.1631373532
"['ball', 'ball', 'ball', 'book', 'book', 'gloves', 'gloves', 'horse']",18.1863168365
"['book', 'book', 'book', 'book', 'book', 'book', 'horse']",18.2002426836
"['book', 'doll', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves', 'gloves']",18.2006785875
